NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,CO_ENTIDADE,TP_DEPENDENCIA,REDE,TP_LOCALIZACAO,TP_SITUACAO_FUNCIONAMENTO,IN_DESKTOP_ALUNO,QT_DESKTOP_ALUNO,IN_COMP_PORTATIL_ALUNO,QT_COMP_PORTATIL_ALUNO,IN_TABLET_ALUNO,QT_TABLET_ALUNO,IN_INTERNET,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,TP_REDE_LOCAL,IN_BANDA_LARGA,IN_REGULAR,QT_MAT_BAS,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_DOC_BAS,QT_TUR_BAS,QT_MAT_INF,QT_MAT_INF_CRE,QT_MAT_INF_PRE,QT_MAT_FUND,QT_MAT_FUND_AI,QT_MAT_FUND_AF,QT_MAT_MED,QT_MAT_PROF,QT_MAT_PROF_TEC,QT_MAT_EJA,QT_MAT_EJA_FUND,QT_MAT_EJA_MED,QT_MAT_ESP,QT_MAT_ESP_CC,QT_MAT_ESP_CE,mat_maior_turno,maior_turno,proxy_maior_turno,TCP_DOWN_MBPS,LAST_MEASURE2,n_disp_est,est_por_disp,nivel_dispos,i_dispos,vel_est,i_conec_simet,ano,Competência,versao,base,data_quest,i_comp,soma_i,i_viab,tam_esc,in_INF,in_FUND_AI,in_FUND_AF,atend_etapas0,apoio_IEC,apoio_CIEB,assessoria_cieb0,Destinação,Vl Devido Custeio,Vl Devido Capital,Vl Devido Total,Vl Ajuste Custeio,Vl Ajuste Capital,Vl Ajuste Total,Vl Final Devido Total,Vl Pago Custeio,Vl Pago Capital,Valor Pago Total,Data Ord. Pgto,in_MED
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33025738,3,Municipal,1,1,1,4,0,0,0,0,1,0,0,1,1,1,1131,796,335,17,41,0,0,0,796,299,497,0,0,0,335,335,0,62,62,0,796,DIURNO,414,"10,09",8/26/21 10:07,4,"103,5",1,0,"0,024371981",0,2019,2,1,MEC,5/24/19 22:36,0,1,0,G,,EF_AI,EF_AF,_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"3.892,00","3.892,00",0,0,0,"3.892,00",0,0,0,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33025754,2,Estadual,1,1,0,0,1,1,0,0,1,1,1,1,1,1,727,499,228,24,25,0,0,0,0,0,0,590,90,90,137,0,137,16,16,0,499,DIURNO,436,NA,NA,1,436,1,0,NA,NA,2018,4,1,CIEB,NA,1,2,0,G,,,,_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"3.892,00","3.892,00",0,0,0,"3.892,00",0,"3.892,00","3.892,00",29/09/2021,EM
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33025762,3,Municipal,1,1,0,0,0,0,0,0,1,0,0,0,1,1,154,154,0,14,12,154,154,0,0,0,0,0,0,0,0,0,0,2,2,0,154,DIURNO,154,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,,,EI_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33025789,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,0,NA,1,42,42,0,63,4,15,5,10,27,27,0,0,0,0,0,0,0,0,0,0,42,DIURNO,42,NA,NA,0,NA,1,0,NA,NA,2019,2,1,MEC,6/10/19 12:17,0,0,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2020,"1.297,43","1.153,57","2.451,00",0,0,0,"2.451,00",0,0,0,,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33025797,3,Municipal,1,1,1,7,0,0,0,0,1,1,0,1,1,1,241,241,0,14,10,0,0,0,241,241,0,0,0,0,0,0,0,17,17,0,241,DIURNO,121,"34,26",8/26/21 10:35,7,"17,28571429",1,0,"0,283140496",0,2019,1,1,MEC,5/24/19 21:15,0,1,0,M,,EF_AI,,_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33025827,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,0,NA,1,253,253,0,15,12,57,19,38,196,96,100,0,0,0,0,0,0,8,8,0,253,DIURNO,178,NA,NA,0,NA,1,0,NA,NA,2019,2,1,MEC,6/26/19 16:44,0,0,0,M,EI,EF_AI,EF_AF,EI_EF_AI_EF_AF_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33025835,2,Estadual,2,1,0,0,0,0,0,0,1,1,0,1,1,1,145,145,0,21,6,0,0,0,0,0,0,145,51,51,0,0,0,5,5,0,145,DIURNO,145,NA,NA,0,NA,1,0,NA,NA,2018,3,1,CIEB,NA,1,2,0,P,,,,_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",29/09/2021,EM
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33025860,3,Municipal,2,1,1,6,0,0,0,0,0,0,0,9,NA,1,128,128,0,8,8,54,11,43,74,74,0,0,0,0,0,0,0,3,3,0,128,DIURNO,69,NA,NA,6,"11,5",1,0,NA,NA,2019,1,1,MEC,5/24/19 10:50,0,0,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,0,0,,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33025878,3,Municipal,2,1,1,8,0,0,0,0,0,0,0,0,NA,1,43,43,0,40,4,10,2,8,33,33,0,0,0,0,0,0,0,1,1,0,43,DIURNO,43,NA,NA,8,"5,375",2,0,NA,NA,2019,3,1,MEC,5/29/19 13:43,1,1,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33026009,3,Municipal,2,1,1,4,0,0,0,0,0,0,0,0,NA,1,52,52,0,24,6,11,4,7,41,41,0,0,0,0,0,0,0,3,3,0,52,DIURNO,26,NA,NA,4,"6,5",2,0,NA,NA,2019,1,1,MEC,5/24/19 14:52,0,0,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33026050,3,Municipal,2,1,1,5,0,0,0,0,0,0,0,0,NA,1,100,100,0,34,7,23,4,19,77,77,0,0,0,0,0,0,0,0,0,0,100,DIURNO,98,NA,NA,5,"19,6",1,0,NA,NA,2019,2,1,MEC,5/24/19 12:44,0,0,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33026092,3,Municipal,1,1,0,0,1,15,0,0,1,1,1,0,1,1,369,369,0,50,19,369,111,258,0,0,0,0,0,0,0,0,0,9,9,0,369,DIURNO,187,"9,64",9/30/21 15:27,15,"12,46666667",1,0,"0,051550802",0,2019,1,1,MEC,5/24/19 18:17,0,1,0,M,EI,,,EI_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33026157,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,33,33,0,17,4,9,3,6,24,24,0,0,0,0,0,0,0,0,0,0,33,DIURNO,33,NA,NA,0,NA,1,0,NA,NA,2019,2,1,MEC,5/24/19 22:21,0,0,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33026173,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,0,NA,1,18,18,0,28,2,6,0,6,12,12,0,0,0,0,0,0,0,1,1,0,18,DIURNO,18,NA,NA,0,NA,1,0,NA,NA,2019,3,1,MEC,5/29/19 13:33,1,1,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33026220,3,Municipal,2,1,0,0,0,0,0,0,1,0,0,9,1,1,38,38,0,27,4,12,3,9,26,26,0,0,0,0,0,0,0,0,0,0,38,DIURNO,38,NA,NA,0,NA,1,0,NA,NA,2019,1,1,MEC,6/6/19 10:31,0,1,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,,,,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33026343,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,47,47,0,11,6,14,3,11,33,33,0,0,0,0,0,0,0,0,0,0,47,DIURNO,25,NA,NA,0,NA,1,0,NA,NA,2019,2,1,MEC,5/24/19 23:55,0,0,0,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33132100,3,Municipal,1,1,0,0,0,0,0,0,0,0,0,0,NA,1,118,118,0,9,10,118,41,77,0,0,0,0,0,0,0,0,0,2,2,0,118,DIURNO,61,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,,,EI_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33150419,3,Municipal,1,1,1,5,0,0,0,0,1,0,0,1,1,1,647,647,0,7,32,78,19,59,569,337,232,0,0,0,0,0,0,44,44,0,647,DIURNO,339,NA,NA,5,"67,8",1,0,NA,NA,2019,2,1,MEC,5/24/19 15:50,0,1,0,G,EI,EF_AI,EF_AF,EI_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"3.892,00","3.892,00",0,0,0,"3.892,00",0,0,0,,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33150427,3,Municipal,1,1,1,5,0,0,0,0,1,1,0,2,1,1,428,428,0,7,17,0,0,0,428,188,240,0,0,0,0,0,0,26,26,0,428,DIURNO,237,NA,NA,5,"47,4",1,0,NA,NA,2019,2,1,MEC,5/24/19 21:54,0,1,0,M,,EF_AI,EF_AF,_EF_AI_EF_AF_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"3.328,00","3.328,00",0,0,0,"3.328,00",0,0,0,,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33158185,3,Municipal,1,1,0,0,0,0,0,0,0,0,0,9,NA,1,45,45,0,26,4,45,45,0,0,0,0,0,0,0,0,0,0,1,1,0,45,DIURNO,45,NA,NA,0,NA,1,0,NA,NA,2019,1,1,MEC,5/24/19 23:00,0,0,0,P,EI,,,EI_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Rio de Janeiro,RJ,33,Silva Jardim,3305604,33162859,3,Municipal,1,1,0,0,0,0,0,0,0,0,0,0,NA,1,458,458,0,8,23,83,29,54,375,183,192,0,0,0,0,0,0,24,24,0,458,DIURNO,335,NA,NA,0,NA,1,0,NA,NA,2019,2,1,MEC,5/24/19 20:22,0,0,0,M,EI,EF_AI,EF_AF,EI_EF_AI_EF_AF_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Santa Catarina,SC,42,Entre Rios,4205175,42084466,3,Municipal,1,1,0,0,0,0,0,0,1,0,1,9,1,1,59,59,0,169,6,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59,DIURNO,49,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,,,EI_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Santa Catarina,SC,42,Entre Rios,4205175,42084636,3,Municipal,2,1,1,5,1,3,0,0,1,1,1,3,1,1,16,16,0,23,1,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,DIURNO,16,NA,NA,8,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,,,EI_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Santa Catarina,SC,42,Entre Rios,4205175,42084784,2,Estadual,2,1,1,1,0,0,0,0,1,0,1,0,1,1,10,10,0,9,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,DIURNO,10,NA,NA,1,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,,EF_AI,,_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Santa Catarina,SC,42,Entre Rios,4205175,42084938,2,Estadual,2,1,1,6,0,0,0,0,1,0,1,0,1,1,23,23,0,12,2,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,23,DIURNO,17,NA,NA,6,"2,833333333",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,,EF_AI,,_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2020,"1.440,00","1.011,00","2.451,00",0,0,0,"2.451,00",0,0,0,,
Santa Catarina,SC,42,Entre Rios,4205175,42085055,2,Estadual,2,1,1,1,0,0,0,0,1,1,0,0,0,1,224,211,13,7,12,0,0,0,157,71,86,54,0,0,13,13,0,4,4,0,211,DIURNO,119,NA,NA,1,119,1,0,NA,NA,2019,2,1,MEC,9/16/19 16:49,0,1,0,M,,EF_AI,EF_AF,_EF_AI_EF_AF_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,428,"2.900,00","3.328,00",0,0,0,"3.328,00",428,"2.900,00","3.328,00",13/10/2021,EM
Santa Catarina,SC,42,Entre Rios,4205175,42085144,3,Municipal,2,1,1,5,0,0,0,0,1,1,1,3,1,1,18,18,0,72,2,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,18,DIURNO,13,NA,NA,5,"2,6",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,,EF_AI,,_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Santa Catarina,SC,42,Entre Rios,4205175,42085268,2,Estadual,1,1,1,5,1,2,0,0,1,1,1,2,1,1,202,202,0,15,8,0,0,0,127,0,127,75,0,0,0,0,0,1,1,0,202,DIURNO,107,NA,NA,7,"15,28571429",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,,,EF_AF,EF_AF_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.096,00","1.232,00","3.328,00",0,0,0,"3.328,00","2.096,00","1.232,00","3.328,00",30/09/2021,EM
Santa Catarina,SC,42,Entre Rios,4205175,42123003,3,Municipal,1,1,0,0,0,0,0,0,1,0,1,9,1,1,171,171,0,22,10,0,0,0,171,171,0,0,0,0,0,0,0,0,0,0,171,DIURNO,89,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,,EF_AI,,_EF_AI,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Santa Catarina,SC,42,Entre Rios,4205175,42133831,3,Municipal,1,1,0,0,0,0,0,0,1,0,1,9,1,1,58,58,0,15,4,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,58,DIURNO,32,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,,,EI_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Santa Catarina,SC,42,Entre Rios,4205175,42249201,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,34,34,0,4,1,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,34,DIURNO,24,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,,,EI_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Parana,PR,41,Coronel Domingos Soares,4106456,41108779,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,37,37,0,14,6,7,0,7,30,30,0,0,0,0,0,0,0,3,3,0,37,DIURNO,37,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41108787,3,Municipal,1,1,1,3,1,1,0,0,1,0,0,1,0,1,469,466,3,8,29,116,0,116,350,350,0,0,0,0,3,3,0,13,11,2,466,DIURNO,261,NA,NA,4,"65,25",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"3.328,00","3.328,00",0,0,0,"3.328,00",0,"3.328,00","3.328,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41108833,3,Municipal,2,1,1,4,0,0,0,0,1,0,1,1,0,1,27,27,0,13,7,7,0,7,20,20,0,0,0,0,0,0,0,0,0,0,27,DIURNO,15,NA,NA,4,"3,75",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41108876,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,31,31,0,28,7,7,0,7,24,24,0,0,0,0,0,0,0,1,1,0,31,DIURNO,31,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41109090,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,32,32,0,15,7,11,0,11,21,21,0,0,0,0,0,0,0,1,1,0,32,DIURNO,22,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41109112,3,Municipal,2,1,1,1,0,0,0,0,1,0,1,1,1,1,40,40,0,33,7,11,0,11,29,29,0,0,0,0,0,0,0,0,0,0,40,DIURNO,27,NA,NA,1,27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41109210,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,0,NA,1,49,49,0,12,7,13,0,13,36,36,0,0,0,0,0,0,0,3,3,0,49,DIURNO,49,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41109244,2,Estadual,1,1,1,10,1,32,0,0,1,1,1,3,0,1,483,439,44,10,20,0,0,0,302,0,302,181,0,0,0,0,0,22,22,0,439,DIURNO,262,"39,13",3/7/22 23:05,42,"6,238095238",2,0,"0,149351145",0,2018,2,1,CIEB,NA,0,1,0,M,,,EF_AF,EF_AF_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.880,00",448,"3.328,00",0,0,0,"3.328,00","2.880,00",448,"3.328,00",29/09/2021,EM
Parana,PR,41,Coronel Domingos Soares,4106456,41109368,3,Municipal,2,1,0,0,0,0,0,0,1,0,1,1,1,1,53,53,0,11,7,17,0,17,36,36,0,0,0,0,0,0,0,0,0,0,53,DIURNO,32,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,EF_AI,,EI_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41363590,2,Estadual,2,1,1,13,0,0,0,0,1,1,0,3,1,1,77,77,0,11,7,0,0,0,40,0,40,37,0,0,0,0,0,0,0,0,77,DIURNO,44,"4,74",3/5/22 10:26,13,"3,384615385",3,1,"0,107727273",0,2018,1,1,CIEB,NA,0,2,0,P,,,EF_AF,EF_AF_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.978,80","472,2","2.451,00",0,0,0,"2.451,00","1.978,80","472,2","2.451,00",29/09/2021,EM
Parana,PR,41,Coronel Domingos Soares,4106456,41372786,2,Estadual,2,1,1,14,1,2,0,0,1,0,0,1,0,1,82,82,0,18,7,0,0,0,45,0,45,37,0,0,0,0,0,0,0,0,82,DIURNO,62,"11,14",3/4/22 8:48,16,"3,875",3,1,"0,179677419",0,2018,1,1,CIEB,NA,0,2,0,P,,,EF_AF,EF_AF_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"1.858,80","592,2","2.451,00",0,0,0,"2.451,00","1.858,80","592,2","2.451,00",29/09/2021,EM
Parana,PR,41,Coronel Domingos Soares,4106456,41382609,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,13,13,0,8,4,0,0,0,13,13,0,0,0,0,0,0,0,1,1,0,13,DIURNO,13,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,,EF_AI,,_EF_AI,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41385756,3,Municipal,1,1,0,0,0,0,0,0,1,0,1,1,1,1,83,83,0,18,5,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,83,DIURNO,68,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,,,EI_,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,0,"2.451,00","2.451,00",0,0,0,"2.451,00",0,"2.451,00","2.451,00",12/11/2021,
Parana,PR,41,Coronel Domingos Soares,4106456,41385764,3,Municipal,2,1,0,0,0,0,0,0,0,0,0,9,NA,1,27,27,0,18,2,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,DIURNO,22,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,EI,,,EI_,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,
Parana,PR,41,Coronel Domingos Soares,4106456,41598130,2,Estadual,2,1,1,5,0,0,0,0,1,1,0,3,1,1,87,87,0,132,7,0,0,0,58,0,58,29,0,0,0,0,0,4,4,0,87,DIURNO,57,"17,13",3/3/22 11:32,5,"11,4",1,0,"0,300526316",0,2018,3,1,CIEB,NA,1,2,0,P,,,EF_AF,EF_AF_EM,NA,NA,NA,PDDE QUALIDADE / Educacao Conectada 2021,"2.451,00",0,"2.451,00",0,0,0,"2.451,00","2.451,00",0,"2.451,00",29/09/2021,EM